Order ID,Order Date,Customer,Country,Region,Product,Category,Quantity,Unit Price,Discount,Sales,Cost,Profit,Payment Method,Sales Channel
ORD-100064,08/11/2025,Alex Johnson,Kenya,Africa,Monitor,Electronics,3,421.45,0,1264.35,840,424.35,PayPal,Online
ORD-100065,07/12/2025,Alex Johnson,Canada,North America,Printer,Electronics,2,245.76,0.1,442.37,300,142.37,Credit Card,Online
ORD-100066,07/11/2025,Casey Wilson,Kenya,Africa,Keyboard,Electronics,4,80.97,0.2,259.1,160,99.1,PayPal,Marketplace
ORD-100067,25/05/2025,Morgan Hall,Nigeria,Africa,Desk,Furniture,1,320.36,0,320.36,200,120.36,PayPal,Retail Store
ORD-100068,03/02/2025,Taylor Clark,Germany,Europe,Printer,Electronics,1,244.23,0.05,232.02,150,82.02,Credit Card,Marketplace
ORD-100069,24/08/2025,Emma Anderson,Nigeria,Africa,Desk,Furniture,4,314.41,0,1257.64,800,457.64,Bank Transfer,Retail Store
ORD-100070,07/03/2025,Ethan Johnson,UK,Europe,Headphones,Electronics,5,129.3,0.05,614.17,300,314.17,Bank Transfer,Retail Store
ORD-100071,04/11/2025,Drew Brown,USA,North America,Desk,Furniture,2,321.34,0.15,546.28,400,146.28,Bank Transfer,Retail Store
ORD-100072,18/05/2025,Jordan Taylor,India,Asia,Laptop,Electronics,2,858.23,0,1716.46,1200,516.46,Debit Card,Online
ORD-100073,23/08/2025,Liam Young,UK,Europe,Bookshelf,Furniture,2,191.86,0.05,364.53,220,144.53,Debit Card,Retail Store
ORD-100074,26/12/2025,Ethan Walker,Germany,Europe,Bookshelf,Furniture,2,193.23,0.1,347.81,220,127.81,Credit Card,Online
ORD-100075,05/01/2025,Casey Moore,Canada,North America,Keyboard,Electronics,2,76.6,0,153.2,80,73.2,Credit Card,Marketplace
ORD-100076,19/03/2025,Emma Thomas,Canada,North America,Office Chair,Furniture,2,278.45,0,556.9,340,216.9,PayPal,Marketplace
ORD-100077,02/03/2025,Daniel Young,USA,North America,Monitor,Electronics,4,431.61,0,1726.44,1120,606.44,Debit Card,Marketplace
ORD-100078,14/01/2025,Noah Clark,Canada,North America,Keyboard,Electronics,2,78.54,0.05,149.23,80,69.23,Credit Card,Retail Store
ORD-100079,21/04/2025,Jamie Brown,Australia,Oceania,Desk,Furniture,3,345.39,0,1036.17,600,436.17,Debit Card,Online
ORD-100080,29/04/2025,Chris Moore,Nigeria,Africa,Keyboard,Electronics,1,73.31,0,73.31,40,33.31,PayPal,Retail Store
ORD-100081,09/03/2025,Jordan Young,Canada,North America,Headphones,Electronics,3,123.11,0.05,350.86,180,170.86,Bank Transfer,Online
ORD-100082,24/03/2025,Mia Taylor,Canada,North America,Laptop,Electronics,2,874.63,0.15,1486.87,1200,286.87,Debit Card,Online
ORD-100083,30/05/2025,Cameron Anderson,Nigeria,Africa,Desk,Furniture,2,344.7,0.05,654.93,400,254.93,Credit Card,Online
ORD-100084,17/08/2025,Morgan Young,Germany,Europe,Bookshelf,Furniture,1,204.45,0,204.45,110,94.45,Bank Transfer,Online
ORD-100085,03/03/2025,Chris Wilson,USA,North America,Monitor,Electronics,3,414.29,0.05,1180.73,840,340.73,Credit Card,Online
ORD-100086,02/10/2025,Noah Taylor,Germany,Europe,Laptop,Electronics,3,885.65,0.05,2524.1,1800,724.1,Debit Card,Online
ORD-100087,22/12/2025,Casey Anderson,Nigeria,Africa,Headphones,Electronics,3,121.09,0,363.27,180,183.27,Debit Card,Online
ORD-100088,17/06/2025,Sam Young,Canada,North America,Keyboard,Electronics,1,78.66,0.05,74.73,40,34.73,Debit Card,Online
ORD-100089,04/04/2025,Sam Moore,Australia,Oceania,Laptop,Electronics,4,852.64,0.1,3069.5,2400,669.5,Credit Card,Online
ORD-100090,01/01/2025,Cameron Wilson,India,Asia,Bookshelf,Furniture,3,183.95,0.1,496.66,330,166.66,Credit Card,Online
ORD-100091,01/08/2025,Mia Martin,Nigeria,Africa,Office Chair,Furniture,1,293.71,0.05,279.02,170,109.02,Debit Card,Marketplace
ORD-100092,22/10/2025,Emma Smith,India,Asia,Desk,Furniture,5,331.56,0.05,1574.91,1000,574.91,Credit Card,Marketplace
ORD-100093,05/11/2025,Avery Brown,India,Asia,Bookshelf,Furniture,3,203.71,0,611.13,330,281.13,Credit Card,Online
ORD-100094,15/01/2025,Jamie Moore,Australia,Oceania,Office Chair,Furniture,2,281.74,0.1,507.13,340,167.13,Credit Card,Online
ORD-100095,16/10/2025,Alex Taylor,Kenya,Africa,Keyboard,Electronics,3,79.8,0.1,215.46,120,95.46,Bank Transfer,Online
ORD-100096,16/08/2025,Emma Davis,Nigeria,Africa,Bookshelf,Furniture,3,193.83,0.05,552.42,330,222.42,Bank Transfer,Retail Store
ORD-100097,05/04/2025,Daniel Clark,UK,Europe,Headphones,Electronics,3,123.34,0.1,333.02,180,153.02,PayPal,Online
ORD-100098,14/05/2025,Mia Thomas,India,Asia,Printer,Electronics,2,232.78,0.15,395.73,300,95.73,Debit Card,Retail Store
ORD-100099,21/04/2025,Casey Thomas,India,Asia,Keyboard,Electronics,3,80.21,0,240.63,120,120.63,Credit Card,Retail Store
ORD-100100,02/04/2025,Cameron Taylor,Australia,Oceania,Monitor,Electronics,1,404.69,0,404.69,280,124.69,PayPal,Online
ORD-100101,11/04/2025,Sophia Thomas,Nigeria,Africa,Monitor,Electronics,4,449.28,0,1797.12,1120,677.12,Debit Card,Online
ORD-100102,05/11/2025,Daniel Moore,USA,North America,Monitor,Electronics,4,417.21,0,1668.84,1120,548.84,PayPal,Marketplace
ORD-100103,29/07/2025,Sophia Taylor,UK,Europe,Monitor,Electronics,5,400.79,0.05,1903.75,1400,503.75,Credit Card,Online
ORD-100104,17/07/2025,Ethan Wilson,Nigeria,Africa,Bookshelf,Furniture,2,187.36,0.1,337.25,220,117.25,Debit Card,Marketplace
ORD-100105,27/12/2025,Olivia Anderson,USA,North America,Keyboard,Electronics,2,80.97,0,161.94,80,81.94,Debit Card,Online
ORD-100106,03/08/2025,Olivia Walker,UK,Europe,Headphones,Electronics,4,121.3,0,485.2,240,245.2,Credit Card,Marketplace
ORD-100107,19/01/2025,Olivia Johnson,Canada,North America,Laptop,Electronics,4,865.45,0.05,3288.71,2400,888.71,Debit Card,Retail Store
ORD-100108,12/05/2025,Drew Brown,USA,North America,Bookshelf,Furniture,4,189.72,0.15,645.05,440,205.05,Bank Transfer,Online
ORD-100109,28/03/2025,Taylor Thomas,Australia,Oceania,Keyboard,Electronics,4,75.23,0.1,270.83,160,110.83,Credit Card,Online
ORD-100110,24/11/2025,Emma Thomas,Kenya,Africa,Laptop,Electronics,4,879.63,0,3518.52,2400,1118.52,Credit Card,Online
ORD-100111,19/03/2025,Noah Young,India,Asia,Bookshelf,Furniture,4,203.83,0.15,693.02,440,253.02,Credit Card,Online
ORD-100112,26/11/2025,Morgan Walker,Australia,Oceania,Laptop,Electronics,1,827.55,0,827.55,600,227.55,Debit Card,Marketplace
ORD-100113,30/10/2025,Chris Davis,Nigeria,Africa,Keyboard,Electronics,2,74.79,0.1,134.62,80,54.62,Debit Card,Online
ORD-100114,10/08/2025,Chris Thomas,USA,North America,Monitor,Electronics,4,452.21,0,1808.84,1120,688.84,Credit Card,Retail Store
ORD-100115,28/02/2025,Noah Moore,Kenya,Africa,Printer,Electronics,4,228.7,0,914.8,600,314.8,Debit Card,Retail Store
ORD-100116,25/12/2025,Mia Johnson,USA,North America,Desk,Furniture,3,314.34,0,943.02,600,343.02,Credit Card,Online
ORD-100117,26/05/2025,Casey Moore,India,Asia,Office Chair,Furniture,4,263.65,0.05,1001.87,680,321.87,Debit Card,Retail Store
ORD-100118,27/04/2025,Riley Johnson,Canada,North America,Desk,Furniture,1,345.67,0.15,293.82,200,93.82,Debit Card,Retail Store
ORD-100119,22/06/2025,Jordan Lewis,USA,North America,Monitor,Electronics,2,422.04,0.1,759.67,560,199.67,PayPal,Online
ORD-100120,30/06/2025,Morgan Smith,Germany,Europe,Headphones,Electronics,1,118.5,0,118.5,60,58.5,Bank Transfer,Retail Store
ORD-100121,06/11/2025,Alex Martin,Canada,North America,Printer,Electronics,3,250.86,0.15,639.69,450,189.69,Credit Card,Online
ORD-100122,15/08/2025,Cameron Martin,Germany,Europe,Headphones,Electronics,4,116.41,0.15,395.79,240,155.79,Debit Card,Online
ORD-100123,23/10/2025,Avery Brown,USA,North America,Laptop,Electronics,2,855.55,0.05,1625.54,1200,425.54,Bank Transfer,Retail Store
ORD-100124,21/06/2025,Olivia Walker,UK,Europe,Desk,Furniture,1,322.04,0,322.04,200,122.04,Bank Transfer,Retail Store
ORD-100125,30/10/2025,Olivia Anderson,Germany,Europe,Desk,Furniture,6,335.75,0.1,1813.05,1200,613.05,Bank Transfer,Retail Store
ORD-100126,19/07/2025,Mia Martin,USA,North America,Monitor,Electronics,2,452.93,0,905.86,560,345.86,Credit Card,Retail Store
ORD-100127,18/07/2025,Emma Wilson,USA,North America,Printer,Electronics,3,237.76,0.05,677.62,450,227.62,Bank Transfer,Online
ORD-100128,24/11/2025,Avery Brown,Canada,North America,Headphones,Electronics,5,127.45,0.05,605.39,300,305.39,Credit Card,Marketplace
ORD-100129,30/09/2025,Taylor Wilson,Kenya,Africa,Printer,Electronics,2,243.01,0.05,461.72,300,161.72,Debit Card,Online
ORD-100130,30/12/2025,Mia Johnson,Australia,Oceania,Printer,Electronics,4,248.64,0.05,944.83,600,344.83,Debit Card,Online
ORD-100131,18/04/2025,Mia Walker,Kenya,Africa,Monitor,Electronics,1,400.16,0.1,360.14,280,80.14,Debit Card,Marketplace
ORD-100132,08/02/2025,Chris Moore,Kenya,Africa,Keyboard,Electronics,1,71.62,0,71.62,40,31.62,Debit Card,Online
ORD-100133,23/09/2025,Olivia Brown,Kenya,Africa,Laptop,Electronics,2,888.42,0.05,1688,1200,488,Debit Card,Online
ORD-100134,20/11/2025,Emma Moore,Canada,North America,Desk,Furniture,3,347.21,0,1041.63,600,441.63,Credit Card,Online
ORD-100135,20/05/2025,Avery Thomas,UK,Europe,Monitor,Electronics,4,431.14,0,1724.56,1120,604.56,PayPal,Retail Store
ORD-100136,03/03/2025,Daniel Walker,Nigeria,Africa,Monitor,Electronics,1,411.65,0.2,329.32,280,49.32,Bank Transfer,Retail Store
ORD-100137,26/11/2025,Jamie Wilson,UK,Europe,Monitor,Electronics,2,451.27,0,902.54,560,342.54,Credit Card,Marketplace
ORD-100138,26/06/2025,Taylor Johnson,USA,North America,Headphones,Electronics,3,118.06,0.05,336.47,180,156.47,Debit Card,Marketplace
ORD-100139,03/01/2025,Cameron Davis,India,Asia,Headphones,Electronics,1,122.38,0,122.38,60,62.38,Debit Card,Online
ORD-100140,15/04/2025,Jordan Lewis,India,Asia,Headphones,Electronics,1,114.69,0.05,108.96,60,48.96,Credit Card,Online
ORD-100141,25/01/2025,Riley Clark,Nigeria,Africa,Headphones,Electronics,1,119.81,0,119.81,60,59.81,Bank Transfer,Online
ORD-100142,06/02/2025,Riley Walker,Germany,Europe,Bookshelf,Furniture,3,201.52,0,604.56,330,274.56,Debit Card,Retail Store
ORD-100143,05/07/2025,Alex Taylor,UK,Europe,Bookshelf,Furniture,3,201.85,0.05,575.27,330,245.27,Debit Card,Marketplace
ORD-100144,02/04/2025,Drew Davis,USA,North America,Headphones,Electronics,4,127.06,0.1,457.42,240,217.42,Debit Card,Retail Store
ORD-100145,07/01/2025,Drew Martin,Nigeria,Africa,Headphones,Electronics,6,127.71,0.05,727.95,360,367.95,Bank Transfer,Online
ORD-100146,08/02/2025,Avery Johnson,Australia,Oceania,Monitor,Electronics,4,426.71,0.1,1536.16,1120,416.16,Credit Card,Retail Store
ORD-100147,23/04/2025,Mia Brown,USA,North America,Laptop,Electronics,1,808.5,0,808.5,600,208.5,Credit Card,Online
ORD-100148,15/03/2025,Casey Walker,USA,North America,Bookshelf,Furniture,4,184.93,0,739.72,440,299.72,Bank Transfer,Online
ORD-100149,30/08/2025,Alex Taylor,Germany,Europe,Headphones,Electronics,1,125.05,0.1,112.54,60,52.54,Debit Card,Online
ORD-100150,02/11/2025,Daniel Walker,Kenya,Africa,Bookshelf,Furniture,3,196.5,0,589.5,330,259.5,Debit Card,Online
ORD-100151,02/02/2025,Jordan Hall,Kenya,Africa,Printer,Electronics,2,249.32,0.1,448.78,300,148.78,Debit Card,Marketplace
ORD-100152,09/04/2025,Daniel Johnson,Nigeria,Africa,Laptop,Electronics,1,884.15,0.1,795.74,600,195.74,Bank Transfer,Online
ORD-100153,27/01/2025,Emma Wilson,UK,Europe,Laptop,Electronics,6,888.31,0,5329.86,3600,1729.86,Bank Transfer,Online
ORD-100154,14/09/2025,Olivia Moore,Canada,North America,Keyboard,Electronics,3,73.2,0.1,197.64,120,77.64,Bank Transfer,Retail Store
ORD-100155,27/07/2025,Riley Young,UK,Europe,Bookshelf,Furniture,1,182.75,0,182.75,110,72.75,Debit Card,Online
ORD-100156,18/07/2025,Taylor Davis,UK,Europe,Office Chair,Furniture,1,294.17,0,294.17,170,124.17,Bank Transfer,Online
ORD-100157,25/07/2025,Liam Moore,Australia,Oceania,Laptop,Electronics,3,869.2,0,2607.6,1800,807.6,Credit Card,Retail Store
ORD-100158,27/04/2025,Ethan Hall,Canada,North America,Bookshelf,Furniture,2,184.19,0.2,294.7,220,74.7,Debit Card,Online
ORD-100159,05/04/2025,Cameron Thomas,Kenya,Africa,Bookshelf,Furniture,3,204.03,0.1,550.88,330,220.88,Bank Transfer,Retail Store
ORD-100160,10/02/2025,Daniel Smith,USA,North America,Keyboard,Electronics,6,76.11,0,456.66,240,216.66,Debit Card,Online
ORD-100161,19/12/2025,Daniel Martin,Canada,North America,Laptop,Electronics,1,811.17,0,811.17,600,211.17,Debit Card,Online
ORD-100162,25/12/2025,Chris Smith,Canada,North America,Desk,Furniture,3,310.49,0.1,838.32,600,238.32,PayPal,Online
ORD-100163,03/05/2025,Ethan Lewis,Kenya,Africa,Laptop,Electronics,5,867.31,0,4336.55,3000,1336.55,PayPal,Retail Store
ORD-100164,14/11/2025,Liam Davis,Germany,Europe,Desk,Furniture,3,336.67,0.05,959.51,600,359.51,Debit Card,Retail Store
ORD-100165,03/01/2025,Chris Anderson,Australia,Oceania,Laptop,Electronics,1,887.59,0,887.59,600,287.59,Bank Transfer,Online
ORD-100166,31/08/2025,Sophia Lewis,Canada,North America,Headphones,Electronics,6,116.84,0,701.04,360,341.04,Debit Card,Retail Store
ORD-100167,30/05/2025,Sophia Brown,Nigeria,Africa,Bookshelf,Furniture,2,182.51,0.05,346.77,220,126.77,Credit Card,Online
ORD-100168,26/07/2025,Daniel Wilson,USA,North America,Printer,Electronics,2,250.69,0.1,451.24,300,151.24,Credit Card,Online
ORD-100169,20/01/2025,Jordan Davis,Germany,Europe,Bookshelf,Furniture,2,195.03,0.05,370.56,220,150.56,PayPal,Marketplace
ORD-100170,19/09/2025,Taylor Walker,Australia,Oceania,Monitor,Electronics,6,418.61,0,2511.66,1680,831.66,Debit Card,Marketplace
ORD-100171,13/08/2025,Chris Hall,UK,Europe,Monitor,Electronics,3,408.81,0.15,1042.47,840,202.47,PayPal,Online
ORD-100172,21/11/2025,Noah Thomas,Kenya,Africa,Office Chair,Furniture,2,275.73,0,551.46,340,211.46,Debit Card,Retail Store
ORD-100173,19/08/2025,Casey Wilson,Kenya,Africa,Laptop,Electronics,2,836.02,0.15,1421.23,1200,221.23,Credit Card,Retail Store
ORD-100174,13/06/2025,Noah Martin,Nigeria,Africa,Printer,Electronics,2,230.29,0,460.58,300,160.58,Debit Card,Retail Store
ORD-100175,27/12/2025,Daniel Lewis,USA,North America,Office Chair,Furniture,1,286.52,0.05,272.19,170,102.19,Credit Card,Retail Store
ORD-100176,23/07/2025,Emma Taylor,Nigeria,Africa,Laptop,Electronics,4,872.18,0.1,3139.85,2400,739.85,Credit Card,Online
ORD-100177,30/11/2025,Taylor Taylor,Canada,North America,Laptop,Electronics,2,811.85,0.15,1380.14,1200,180.14,Credit Card,Online
ORD-100178,10/06/2025,Sam Hall,USA,North America,Headphones,Electronics,1,129.39,0,129.39,60,69.39,PayPal,Retail Store
ORD-100179,04/07/2025,Jamie Davis,Australia,Oceania,Printer,Electronics,1,238.69,0.05,226.76,150,76.76,Credit Card,Online
ORD-100180,04/11/2025,Alex Anderson,India,Asia,Monitor,Electronics,1,451.96,0.05,429.36,280,149.36,Bank Transfer,Online
ORD-100181,05/01/2025,Sam Martin,Australia,Oceania,Desk,Furniture,1,350.1,0.05,332.6,200,132.6,Credit Card,Online
ORD-100182,26/01/2025,Noah Davis,India,Asia,Printer,Electronics,3,257.05,0,771.15,450,321.15,Bank Transfer,Online
ORD-100183,22/05/2025,Ethan Taylor,Nigeria,Africa,Bookshelf,Furniture,3,196.75,0,590.25,330,260.25,Credit Card,Marketplace
ORD-100184,30/03/2025,Morgan Johnson,India,Asia,Office Chair,Furniture,4,287.65,0.05,1093.07,680,413.07,Debit Card,Online
ORD-100185,12/04/2025,Mia Clark,UK,Europe,Desk,Furniture,5,322.15,0.1,1449.68,1000,449.68,Credit Card,Online
ORD-100186,30/03/2025,Sophia Lewis,Nigeria,Africa,Printer,Electronics,3,245.58,0.05,699.9,450,249.9,Debit Card,Retail Store
ORD-100187,12/08/2025,Noah Hall,USA,North America,Headphones,Electronics,1,123.41,0,123.41,60,63.41,Debit Card,Online
ORD-100188,03/01/2025,Chris Wilson,Nigeria,Africa,Monitor,Electronics,6,448.92,0.1,2424.17,1680,744.17,Debit Card,Retail Store
ORD-100189,27/10/2025,Chris Clark,Germany,Europe,Printer,Electronics,2,251.3,0.05,477.47,300,177.47,Debit Card,Marketplace
ORD-100190,17/04/2025,Sam Brown,Australia,Oceania,Bookshelf,Furniture,3,186.51,0.15,475.6,330,145.6,Credit Card,Marketplace
ORD-100191,02/10/2025,Emma Lewis,Canada,North America,Desk,Furniture,2,320.79,0,641.58,400,241.58,Debit Card,Online
ORD-100192,07/06/2025,Sam Anderson,Canada,North America,Monitor,Electronics,1,405.65,0,405.65,280,125.65,Bank Transfer,Online
ORD-100193,08/06/2025,Morgan Davis,Australia,Oceania,Printer,Electronics,1,236,0.05,224.2,150,74.2,Debit Card,Marketplace
ORD-100194,21/06/2025,Cameron Martin,India,Asia,Office Chair,Furniture,3,282.76,0.15,721.04,510,211.04,Credit Card,Retail Store
ORD-100195,01/05/2025,Casey Davis,Nigeria,Africa,Monitor,Electronics,5,411.93,0,2059.65,1400,659.65,Credit Card,Marketplace
ORD-100196,01/03/2025,Ethan Wilson,Australia,Oceania,Monitor,Electronics,4,407.17,0.1,1465.81,1120,345.81,Credit Card,Retail Store
ORD-100197,14/08/2025,Taylor Lewis,USA,North America,Printer,Electronics,2,237.74,0,475.48,300,175.48,Credit Card,Retail Store
ORD-100198,19/03/2025,Avery Wilson,Nigeria,Africa,Office Chair,Furniture,1,271.06,0,271.06,170,101.06,Bank Transfer,Online
